store,Product ID,Product Title,Brand,Unit,Quantity Per Case,State,City,District,Units_Sold,Unit_Price,Revenue,Cost,Profit,Customer_Rating,In_Stock,Date
Store #104,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Dallas,District C,50,19.27,963.5,545.5,418.0,4.4,True,2024-07-20
Store #110,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Texas,Houston,District C,118,20.42,2409.56,1362.9,1046.66,3.9,True,2024-02-24
Store #105,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,New York,New York,District A,132,2.69,355.08,229.68,125.4,4.9,True,2024-01-10
Store #105,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,New York,New York,District A,89,16.64,1480.96,942.51,538.45,4.4,True,2024-12-24
Store #108,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Illinois,Chicago,District B,108,2.89,312.12,208.44,103.68,4.7,True,2024-08-11
Store #101,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,California,Los Angeles,District A,128,6.05,774.4,487.68,286.72,5.0,True,2024-12-18
Store #105,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,New York,New York,District A,28,6.21,173.88,117.88,56.0,4.2,True,2024-01-29
Store #105,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,New York,New York,District A,50,20.1,1005.0,698.5,306.5,4.6,True,2024-04-13
Store #107,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Florida,Miami,District D,96,3.98,382.08,261.12,120.96,4.3,True,2024-11-18
Store #101,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,California,Los Angeles,District A,66,5.28,348.48,194.7,153.78,4.4,True,2024-01-13
Store #109,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,San Diego,District A,14,2.75,38.5,23.1,15.4,4.7,True,2024-01-09
Store #104,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Texas,Dallas,District C,138,19.91,2747.58,1791.24,956.34,4.8,True,2024-12-07
Store #110,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Houston,District C,14,5.41,75.74,47.18,28.56,3.8,True,2024-02-06
Store #110,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Houston,District C,38,4.27,162.26,104.5,57.76,4.9,True,2024-05-04
Store #102,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,San Francisco,District B,48,2.88,138.24,77.28,60.96,4.8,False,2024-11-08
Store #110,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Houston,District C,21,19.57,410.97,252.21,158.76,4.8,True,2024-04-22
Store #107,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Florida,Miami,District D,40,7.85,314.0,218.0,96.0,4.1,False,2024-03-02
Store #103,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Austin,District C,35,7.81,273.35,181.3,92.05,4.0,True,2024-02-02
Store #103,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Austin,District C,15,2.69,40.35,27.0,13.35,4.6,True,2024-05-04
Store #103,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Austin,District C,25,4.27,106.75,61.5,45.25,3.9,True,2024-09-06
Store #105,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,New York,New York,District A,126,6.41,807.66,468.72,338.94,4.6,True,2024-12-21
Store #107,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Florida,Miami,District D,14,5.34,74.76,49.14,25.62,4.5,False,2024-03-30
Store #105,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,New York,New York,District A,6,8.04,48.24,27.9,20.34,5.0,True,2024-08-02
Store #110,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Houston,District C,134,7.77,1041.18,692.78,348.4,4.6,True,2024-10-03
Store #104,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Dallas,District C,126,3.99,502.74,288.54,214.2,4.9,False,2024-03-17
Store #106,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Washington,Seattle,District B,116,6.33,734.28,472.12,262.16,4.9,True,2024-04-17
Store #102,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,San Francisco,District B,50,8.2,410.0,227.5,182.5,4.4,False,2024-01-27
Store #104,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Dallas,District C,88,8.42,740.96,490.16,250.8,4.9,True,2024-08-15
Store #102,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Francisco,District B,30,7.78,233.4,142.8,90.6,4.0,True,2024-04-26
Store #102,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,San Francisco,District B,129,2.67,344.43,211.56,132.87,4.1,True,2024-10-26
Store #103,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Austin,District C,39,6.26,244.14,141.57,102.57,4.2,True,2024-07-10
Store #106,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Washington,Seattle,District B,20,15.64,312.8,177.2,135.6,4.4,True,2024-01-17
Store #106,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Washington,Seattle,District B,45,5.44,244.8,157.95,86.85,4.5,True,2024-05-31
Store #109,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,California,San Diego,District A,110,5.48,602.8,376.2,226.6,5.0,True,2024-02-14
Store #108,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Illinois,Chicago,District B,114,6.64,756.96,444.6,312.36,4.2,True,2024-01-08
Store #110,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Houston,District C,6,15.86,95.16,52.98,42.18,5.0,True,2024-10-20
Store #109,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,California,San Diego,District A,140,4.44,621.6,417.2,204.4,4.6,False,2024-08-05
Store #108,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Illinois,Chicago,District B,8,5.39,43.12,26.32,16.8,4.1,True,2024-02-12
Store #104,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Texas,Dallas,District C,9,19.95,179.55,106.92,72.63,4.6,True,2024-02-16
Store #110,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Houston,District C,123,4.61,567.03,386.22,180.81,4.3,True,2024-08-20
Store #106,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Washington,Seattle,District B,5,20.71,103.55,58.05,45.5,4.9,True,2024-08-25
Store #101,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,California,Los Angeles,District A,74,6.62,489.88,314.5,175.38,4.5,True,2024-08-06
Store #102,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,San Francisco,District B,19,19.02,361.38,248.14,113.24,4.2,False,2024-06-20
Store #107,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Florida,Miami,District D,15,7.88,118.2,68.1,50.1,4.5,False,2024-08-26
Store #104,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Dallas,District C,66,16.05,1059.3,685.74,373.56,4.7,True,2024-06-20
Store #104,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Dallas,District C,87,8.36,727.32,428.91,298.41,4.6,True,2024-04-25
Store #102,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Francisco,District B,120,7.98,957.6,602.4,355.2,3.9,True,2024-06-25
Store #109,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,California,San Diego,District A,99,6.68,661.32,457.38,203.94,4.8,True,2024-08-19
Store #102,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,California,San Francisco,District B,27,5.07,136.89,93.69,43.2,4.1,True,2024-08-22
Store #102,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,San Francisco,District B,33,16.31,538.23,335.94,202.29,4.8,True,2024-05-21
Store #101,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,California,Los Angeles,District A,38,6.47,245.86,150.86,95.0,4.7,False,2024-08-01
Store #104,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Dallas,District C,64,4.12,263.68,165.76,97.92,4.2,True,2024-01-12
Store #106,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Washington,Seattle,District B,140,2.89,404.6,249.2,155.4,4.2,True,2024-10-30
Store #105,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,New York,New York,District A,63,15.96,1005.48,699.3,306.18,4.7,False,2024-05-13
Store #106,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Washington,Seattle,District B,47,6.57,308.79,177.19,131.6,4.4,True,2024-08-21
Store #103,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Austin,District C,44,8.2,360.8,204.6,156.2,5.0,True,2024-12-20
Store #108,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Illinois,Chicago,District B,52,6.3,327.6,214.76,112.84,4.6,True,2024-07-08
Store #103,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Austin,District C,46,8.02,368.92,209.76,159.16,3.8,True,2024-08-17
Store #103,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Austin,District C,44,2.65,116.6,77.0,39.6,5.0,True,2024-06-12
Store #105,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,New York,New York,District A,42,2.87,120.54,79.38,41.16,4.9,True,2024-05-28
Store #102,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,San Francisco,District B,15,8.18,122.7,77.7,45.0,4.2,True,2024-09-02
Store #104,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Dallas,District C,28,2.74,76.72,49.28,27.44,4.0,True,2024-07-01
Store #105,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,New York,New York,District A,26,5.31,138.06,85.28,52.78,4.6,False,2024-01-12
Store #109,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,California,San Diego,District A,130,6.18,803.4,514.8,288.6,4.9,True,2024-04-09
Store #106,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Washington,Seattle,District B,114,6.21,707.94,428.64,279.3,4.1,True,2024-03-16
Store #108,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Illinois,Chicago,District B,60,11.75,705.0,435.0,270.0,5.0,True,2024-02-14
Store #105,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,New York,New York,District A,111,15.41,1710.51,1091.13,619.38,3.9,True,2024-08-05
Store #108,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Illinois,Chicago,District B,21,11.99,251.79,160.86,90.93,4.3,False,2024-06-20
Store #105,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,New York,New York,District A,123,6.42,789.66,523.98,265.68,4.0,True,2024-03-30
Store #107,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Florida,Miami,District D,130,6.19,804.7,542.1,262.6,4.8,True,2024-10-10
Store #109,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,San Diego,District A,62,8.09,501.58,275.9,225.68,4.1,True,2024-08-25
Store #108,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Illinois,Chicago,District B,78,3.96,308.88,192.66,116.22,4.6,True,2024-11-30
Store #102,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,California,San Francisco,District B,22,6.55,144.1,87.12,56.98,4.4,True,2024-09-09
Store #105,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,New York,New York,District A,126,20.94,2638.44,1775.34,863.1,4.2,True,2024-12-17
Store #101,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,California,Los Angeles,District A,19,6.26,118.94,73.72,45.22,4.6,True,2024-03-24
Store #101,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,California,Los Angeles,District A,112,6.58,736.96,510.72,226.24,3.9,True,2024-07-03
Store #102,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Francisco,District B,51,11.79,601.29,384.54,216.75,4.0,True,2024-04-09
Store #106,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Washington,Seattle,District B,74,20.36,1506.64,984.2,522.44,3.9,True,2024-06-03
Store #103,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Austin,District C,137,4.39,601.43,401.41,200.02,4.3,True,2024-03-11
Store #103,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Austin,District C,44,3.99,175.56,118.36,57.2,4.8,True,2024-04-21
Store #109,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Diego,District A,34,11.4,387.6,266.56,121.04,3.9,True,2024-10-09
Store #101,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,Los Angeles,District A,84,2.84,238.56,136.08,102.48,4.3,True,2024-06-27
Store #109,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Diego,District A,82,7.61,624.02,419.84,204.18,4.1,True,2024-03-29
Store #103,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Austin,District C,83,8.17,678.11,385.95,292.16,3.9,True,2024-04-26
Store #102,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,San Francisco,District B,128,4.09,523.52,291.84,231.68,3.9,True,2024-01-10
Store #109,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,San Diego,District A,125,18.27,2283.75,1342.5,941.25,3.9,True,2024-01-31
Store #102,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,San Francisco,District B,57,4.02,229.14,132.81,96.33,4.6,False,2024-11-04
Store #103,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Austin,District C,94,8.36,785.84,532.98,252.86,4.7,True,2024-05-22
Store #109,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,San Diego,District A,30,19.6,588.0,390.6,197.4,4.4,True,2024-02-04
Store #105,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,New York,New York,District A,6,16.75,100.5,56.76,43.74,4.1,True,2024-10-02
Store #108,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Illinois,Chicago,District B,52,7.94,412.88,286.52,126.36,4.0,True,2024-12-23
Store #107,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Florida,Miami,District D,136,6.12,832.32,471.92,360.4,5.0,True,2024-04-19
Store #102,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Francisco,District B,131,11.79,1544.49,1012.63,531.86,4.5,False,2024-03-10
Store #106,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Washington,Seattle,District B,103,2.73,281.19,180.25,100.94,4.2,True,2024-02-29
Store #108,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Illinois,Chicago,District B,109,5.18,564.62,382.59,182.03,4.0,False,2024-10-10
Store #108,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Illinois,Chicago,District B,50,19.02,951.0,619.0,332.0,4.6,True,2024-07-07
Store #109,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Diego,District A,26,19.23,499.98,304.72,195.26,4.6,True,2024-12-12
Store #103,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Austin,District C,55,3.93,216.15,138.05,78.1,5.0,True,2024-07-05
Store #107,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Florida,Miami,District D,76,8.71,661.96,440.04,221.92,4.5,True,2024-09-12
Store #107,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Florida,Miami,District D,108,8.38,905.04,567.0,338.04,4.0,True,2024-08-31
Store #102,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,California,San Francisco,District B,132,6.32,834.24,576.84,257.4,3.8,True,2024-09-07
Store #102,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,San Francisco,District B,11,2.92,32.12,19.47,12.65,4.6,True,2024-12-13
Store #110,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Houston,District C,24,19.3,463.2,290.88,172.32,4.4,True,2024-02-19
Store #105,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,New York,New York,District A,130,20.0,2600.0,1641.9,958.1,4.8,True,2024-09-11
Store #101,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,California,Los Angeles,District A,35,4.44,155.4,92.75,62.65,4.3,True,2024-08-08
Store #101,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,Los Angeles,District A,82,16.61,1362.02,782.28,579.74,4.3,True,2024-10-12
Store #107,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Florida,Miami,District D,130,2.83,367.9,240.5,127.4,4.5,True,2024-02-26
Store #103,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Austin,District C,105,11.22,1178.1,752.85,425.25,4.3,True,2024-01-29
Store #105,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,New York,New York,District A,12,8.06,96.72,55.08,41.64,4.2,True,2024-02-01
Store #110,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Houston,District C,92,4.44,408.48,251.16,157.32,5.0,True,2024-11-16
Store #101,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,Los Angeles,District A,68,19.46,1323.28,789.48,533.8,3.9,True,2024-05-05
Store #105,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,New York,New York,District A,48,3.8,182.4,109.44,72.96,4.4,True,2024-06-21
Store #110,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Houston,District C,73,10.94,798.62,495.67,302.95,3.8,True,2024-08-03
Store #110,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Houston,District C,30,6.48,194.4,109.8,84.6,4.6,True,2024-06-14
Store #109,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Diego,District A,47,20.22,950.34,574.34,376.0,4.3,True,2024-06-22
Store #102,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Francisco,District B,78,11.22,875.16,520.26,354.9,4.5,True,2024-04-19
Store #110,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Houston,District C,29,8.57,248.53,146.74,101.79,4.5,True,2024-02-17
Store #107,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Florida,Miami,District D,24,5.37,128.88,76.8,52.08,4.8,True,2024-06-26
Store #109,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Diego,District A,111,7.91,878.01,564.99,313.02,4.3,True,2024-04-12
Store #103,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Austin,District C,137,4.65,637.05,405.52,231.53,4.1,True,2024-11-17
Store #108,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Illinois,Chicago,District B,116,6.77,785.32,517.36,267.96,3.9,True,2024-11-22
Store #108,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Illinois,Chicago,District B,43,16.38,704.34,468.27,236.07,4.8,True,2024-05-03
Store #102,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Francisco,District B,110,19.52,2147.2,1273.8,873.4,4.0,True,2024-04-14
Store #104,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Dallas,District C,34,6.07,206.38,114.24,92.14,4.8,True,2024-05-02
Store #108,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Illinois,Chicago,District B,113,11.66,1317.58,732.24,585.34,4.0,True,2024-08-11
Store #105,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,New York,New York,District A,50,6.58,329.0,183.0,146.0,4.7,True,2024-12-03
Store #101,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,Los Angeles,District A,81,4.14,335.34,230.04,105.3,4.3,True,2024-06-09
Store #102,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,California,San Francisco,District B,65,6.05,393.25,259.35,133.9,4.9,True,2024-03-12
Store #110,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Houston,District C,132,11.93,1574.76,922.68,652.08,3.9,True,2024-05-08
Store #106,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Washington,Seattle,District B,65,19.82,1288.3,750.75,537.55,3.9,True,2024-07-18
Store #105,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,New York,New York,District A,70,2.89,202.3,112.7,89.6,4.4,True,2024-07-28
Store #102,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Francisco,District B,113,7.97,900.61,528.84,371.77,4.1,True,2024-10-06
Store #103,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Austin,District C,99,8.25,816.75,451.44,365.31,5.0,True,2024-08-31
Store #101,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,Los Angeles,District A,66,8.28,546.48,331.98,214.5,4.6,True,2024-12-09
Store #102,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Francisco,District B,118,11.36,1340.48,920.4,420.08,4.3,True,2024-05-01
Store #105,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,New York,New York,District A,65,6.36,413.4,280.8,132.6,4.0,True,2024-02-16
Store #106,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Washington,Seattle,District B,13,19.54,254.02,142.74,111.28,4.7,True,2024-07-27
Store #107,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Florida,Miami,District D,30,8.25,247.5,162.0,85.5,4.4,True,2024-08-04
Store #110,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Houston,District C,88,8.45,743.6,411.84,331.76,3.9,True,2024-10-07
Store #108,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Illinois,Chicago,District B,5,19.79,98.95,63.75,35.2,4.2,False,2024-03-10
Store #103,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Austin,District C,38,5.47,207.86,135.66,72.2,4.8,True,2024-09-21
Store #108,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Illinois,Chicago,District B,71,8.21,582.91,372.75,210.16,4.2,True,2024-03-09
Store #102,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,California,San Francisco,District B,51,6.22,317.22,192.27,124.95,4.8,True,2024-07-07
Store #101,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,California,Los Angeles,District A,63,4.67,294.21,204.75,89.46,4.0,True,2024-10-12
Store #103,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Austin,District C,114,4.54,517.56,296.4,221.16,4.9,True,2024-07-24
